id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs,name_clean,current_age,birth_decade,selection_decade,age_at_selection,is_male,is_female,is_military,is_veteran,mission_experience_level,total_eva_hrs_has_eva,total_eva_hrs_category,flight_hours_category,nationality_group,year_of_birth_is_outlier,year_of_selection_is_outlier,total_number_of_missions_is_outlier,total_hrs_sum_is_outlier,total_eva_hrs_is_outlier,nationality_encoded,military_civilian_encoded,occupation_encoded,selection_encoded,nationality_group_Canada,nationality_group_France,nationality_group_Germany,nationality_group_Italy,nationality_group_Japan,nationality_group_Other,nationality_group_Russia,nationality_group_USA,nationality_group_nan,mission_experience_level_Single,mission_experience_level_Couple,mission_experience_level_Multiple,mission_experience_level_Veteran,mission_experience_level_nan,flight_hours_category_Short,flight_hours_category_Medium,flight_hours_category_Long,flight_hours_category_Very_Long,flight_hours_category_nan
50,24,13,"Armstrong, Neil A.","Armstrong, Neil A.",male,-1.896974767298017,USA,civilian,"1958 USAF Man in Space Soonest, 1960 USAF Dyna-Soar, NASA- 2",-1.931237657890823,1,-0.7018818069776996,commander,1966,Gemini 8,Gemini 8,Gemini 8,Gemini 8,11.0,-0.6556608338815985,0,0.0,-0.5144602699485453,"Armstrong, Neil A.",1.8969747672980122,1930,1960,-0.4157702671235775,1,0,0,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
51,24,13,"Armstrong, Neil A.","Armstrong, Neil A.",male,-1.896974767298017,USA,civilian,"1958 USAF Man in Space Soonest, 1960 USAF Dyna-Soar, NASA- 2",-1.931237657890823,2,-0.7018818069776996,commander,1969,Apollo 11,Apollo 11,Apollo 11,Apollo 11,195.0,-0.6556608338815985,1,2.52,-0.5144602699485453,"Armstrong, Neil A.",1.8969747672980122,1930,1960,-0.4157702671235775,1,0,0,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
52,25,14,"Scott, David R.","Scott, David R.",male,-1.722006419313939,USA,military,1963 NASA group 3,-1.849366978040656,1,0.01230390418606333,pilot,1966,Gemini 8,Gemini 8,Gemini 8,Gemini 8,240.68,-0.574959482937522,0,0.0,0.5697743733866806,"Scott, David R.",1.722006419313934,1930,1960,-0.6339941187950978,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,5.0,6.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
53,25,14,"Scott, David R.","Scott, David R.",male,-1.722006419313939,USA,military,1963 NASA group 3,-1.849366978040656,2,0.01230390418606333,pilot,1969,Apollo 9,Apollo 9,Apollo 9,Apollo 9,241.0,-0.574959482937522,1,1.13,0.5697743733866806,"Scott, David R.",1.722006419313934,1930,1960,-0.6339941187950978,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,5.0,6.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
54,25,14,"Scott, David R.","Scott, David R.",male,-1.722006419313939,USA,military,1963 NASA group 3,-1.849366978040656,3,0.01230390418606333,commander,1971,Apollo 15,Apollo 15,Apollo 15,Apollo 15,312.0,-0.574959482937522,3,18.77,0.5697743733866806,"Scott, David R.",1.722006419313934,1930,1960,-0.6339941187950978,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,0.0,6.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
55,26,15,"Cernan, Eugene A.","Cernan, Eugene A.",male,-1.5470380713298608,USA,military,NASA- 3,-1.849366978040656,1,0.01230390418606333,pilot,1966,Gemini 9A,Gemini 9A,Gemini 9A,Gemini 9A,72.0,-0.5704497015612353,1,2.12,0.8366245328734412,"Cernan, Eugene A.",1.547038071329856,1930,1960,-1.0704418221381384,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,5.0,140.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
56,26,15,"Cernan, Eugene A.","Cernan, Eugene A.",male,-1.5470380713298608,USA,military,NASA- 3,-1.849366978040656,2,0.01230390418606333,pilot,1969,Apollo 10,Apollo 10,Apollo 10,Apollo 10,192.05,-0.5704497015612353,0,0.0,0.8366245328734412,"Cernan, Eugene A.",1.547038071329856,1930,1960,-1.0704418221381384,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,5.0,140.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
57,26,15,"Cernan, Eugene A.","Cernan, Eugene A.",male,-1.5470380713298608,USA,military,NASA- 3,-1.849366978040656,3,0.01230390418606333,commander,1972,Apollo 17,Apollo 17,Apollo 17,Apollo 17,302.0,-0.5704497015612353,3,22.13,0.8366245328734412,"Cernan, Eugene A.",1.547038071329856,1930,1960,-1.0704418221381384,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,0.0,140.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
58,27,16,"Collins, Michael","Collins, Michael",male,-1.896974767298017,USA,civilian,NASA- 3,-1.849366978040656,1,-0.7018818069776996,pilot,1966,Gemini 10,Gemini 10,Gemini 10,Gemini 10,71.0,-0.6414194190091144,1,1.47,-0.579302364777104,"Collins, Michael",1.8969747672980122,1930,1960,-0.19754641545205714,1,0,0,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,0.0,5.0,140.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
59,27,16,"Collins, Michael","Collins, Michael",male,-1.896974767298017,USA,civilian,NASA- 3,-1.849366978040656,2,-0.7018818069776996,pilot,1969,Apollo 11,Apollo 11,Apollo 11,Apollo 11,195.0,-0.6414194190091144,0,0.0,-0.579302364777104,"Collins, Michael",1.8969747672980122,1930,1960,-0.19754641545205714,1,0,0,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,0.0,5.0,140.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
60,28,17,"Gordon, Richard F., Jr.","Gordon, Richard F., Jr.",male,-1.9844589412900562,USA,military,NASA Astronaut Group 3,-1.849366978040656,1,-0.7018818069776996,pilot,1966,Gemini 11,Gemini 11,Gemini 11,Gemini 11,71.28,-0.6295800561117892,0,0.0,-0.5038610813708002,"Gordon, Richard F., Jr.",1.984458941290051,1920,1960,0.02067743621946318,1,0,1,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,121.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
61,28,17,"Gordon, Richard F., Jr.","Gordon, Richard F., Jr.",male,-1.9844589412900562,USA,military,NASA Astronaut Group 4,-1.849366978040656,2,-0.7018818069776996,pilot,1969,Apollo 12,Apollo 12,Apollo 12,Apollo 12,244.6,-0.6295800561117892,2,2.68,-0.5038610813708002,"Gordon, Richard F., Jr.",1.984458941290051,1920,1960,0.02067743621946318,1,0,1,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,122.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
62,29,18,"Aldrin, Edwin Eugene, Jr.","Aldrin, Edwin Eugene, Jr.",male,-1.896974767298017,USA,military,NASA- 3,-1.849366978040656,1,-0.7018818069776996,pilot,1966,Gemini 12,Gemini 12,Gemini 12,Gemini 12,94.58,-0.6359602099746622,3,5.5,-0.1721688270554809,"Aldrin, Edwin Eugene, Jr.",1.8969747672980122,1930,1960,-0.19754641545205714,1,0,1,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,140.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
63,29,18,"Aldrin, Edwin Eugene, Jr.","Aldrin, Edwin Eugene, Jr.",male,-1.896974767298017,USA,military,NASA- 3,-1.849366978040656,2,-0.7018818069776996,pilot,1969,Apollo 11,Apollo 11,Apollo 11,Apollo 11,195.0,-0.6359602099746622,1,2.5,-0.1721688270554809,"Aldrin, Edwin Eugene, Jr.",1.8969747672980122,1930,1960,-0.19754641545205714,1,0,1,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,140.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
64,30,19,"Eisele, Donn F.","Eisele, Donn F.",male,-1.896974767298017,USA,military,NASA- 3,-1.849366978040656,1,-1.4160675181414626,pilot,1968,Apollo 7,Apollo 7,Apollo 7,Apollo 7,260.13,-0.6428435604963628,0,0.0,-0.6709541718905475,"Eisele, Donn F.",1.8969747672980122,1930,1960,-0.19754641545205714,1,0,1,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,140.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
65,31,20,"Cunningham, Ronnie Walter","Cunningham, Ronnie Walter",male,-1.722006419313939,USA,civilian,NASA- 3,-1.849366978040656,1,-1.4160675181414626,pilot,1968,Apollo 7,Apollo 7,Apollo 7,Apollo 7,260.13,-0.6428127040974724,0,0.0,-0.6709541718905475,"Cunningham, Ronnie Walter",1.722006419313934,1930,1960,-0.6339941187950978,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,5.0,140.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
66,100,50,"Savinykh, Viktor",Виктор Петрович Савиных,male,-1.0221330273776266,Russia,civilian,NPOE-4,-0.6213067802881518,2,0.01230390418606333,flight engineer,1985,Salyut 7,Soyuz T­13,Salyut 7,Soyuz T­14,4035.0,0.7351628632726344,0,0.0,-0.3592133313686309,"Savinykh, Viktor",1.0221330273776215,1940,1970,0.8935728429055445,1,0,0,1,Multiple,1,Short,Very_Long,Russia,0,0,0,0,0,27.0,0.0,1.0,167.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
67,100,50,"Savinykh, Viktor",Виктор Петрович Савиных,male,-1.0221330273776266,Russia,civilian,NPOE-4,-0.6213067802881518,3,0.01230390418606333,flight engineer,1988,2,Soyuz TM­5,Mir EP,Soyuz TM­4,236.0,0.7351628632726344,0,0.0,-0.3592133313686309,"Savinykh, Viktor",1.0221330273776215,1940,1970,0.8935728429055445,1,0,0,1,Multiple,1,Short,Very_Long,Russia,0,0,0,0,0,27.0,0.0,1.0,167.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
68,101,1,Jugderdemidiin Gurragchaa,Жүгдэрдэмидийн Гүррагчаа,male,-0.40974380943335303,Mongolia,civilian,1978 Intercosmos Group,-0.6213067802881518,1,-1.4160675181414626,flight engineer,1981,Soyuz 39,Soyuz 39,Soyuz 39,Soyuz 39,188.7,-0.6597671085031648,0,0.0,-0.6709541718905475,Jugderdemidiin Gurragchaa,0.40974380943334804,1940,1970,-0.6339941187950978,1,0,0,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,22.0,0.0,1.0,17.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
69,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,-1.2845855493537437,USA,military,NASA- 7,-1.3581428989396545,1,0.7264896153498263,pilot,1981,STS-1,STS-1,STS-1,STS-1,54.0,-0.5704497015612353,0,0.0,-0.6709541718905475,"Crippen, Robert L.",1.2845855493537386,1930,1960,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,144.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
70,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,-1.2845855493537437,USA,military,NASA- 7,-1.3581428989396545,2,0.7264896153498263,commander,1983,STS-7,STS-7,STS-7,STS-7,146.0,-0.5704497015612353,0,0.0,-0.6709541718905475,"Crippen, Robert L.",1.2845855493537386,1930,1960,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,144.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
71,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,-1.2845855493537437,USA,military,NASA- 7,-1.3581428989396545,3,0.7264896153498263,commander,1984,STS-41-C,STS-41-C,STS-41-C,STS-41-C,168.0,-0.5704497015612353,0,0.0,-0.6709541718905475,"Crippen, Robert L.",1.2845855493537386,1930,1960,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,144.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
72,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,-1.2845855493537437,USA,military,NASA- 7,-1.3581428989396545,4,0.7264896153498263,commander,1984,STS-41-G,STS-41-G,STS-41-G,STS-41-G,197.0,-0.5704497015612353,0,0.0,-0.6709541718905475,"Crippen, Robert L.",1.2845855493537386,1930,1960,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,144.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
73,103,1,Dumitru Prunariu,Dumitru-Dorin Prunariu,male,0.027677060526842268,Romania,civilian,1978 Intercosmos Group,-0.6213067802881518,1,-1.4160675181414626,msp,1981,Soyuz 40,Soyuz 40,Soyuz 40,Soyuz 40,188.7,-0.6597671085031648,0,0.0,-0.6709541718905475,Dumitru Prunariu,-0.02767706052684724,1950,1970,-1.7251133771526994,1,0,0,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,26.0,0.0,2.0,17.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
74,104,45,"Engle, Joe H.","Engle, Joe H.",male,-1.722006419313939,USA,military,NASA- 5,-1.6037549384901553,1,-0.7018818069776996,commander,1981,STS-2,STS-2,STS-2,STS-2,30.0,-0.6513884094198532,0,0.0,-0.6709541718905475,"Engle, Joe H.",1.722006419313934,1930,1960,0.02067743621946318,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,142.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
75,104,45,"Engle, Joe H.","Engle, Joe H.",male,-1.722006419313939,USA,military,NASA- 5,-1.6037549384901553,2,-0.7018818069776996,commander,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170.0,-0.6513884094198532,0,0.0,-0.6709541718905475,"Engle, Joe H.",1.722006419313934,1930,1960,0.02067743621946318,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,142.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
76,105,46,"Truly, Richard H.","Truly, Richard H.",male,-1.2845855493537437,USA,military,1965 USAF MOL group 1,-1.3581428989396545,1,-0.7018818069776996,pilot,1981,STS-2,STS-2,STS-2,STS-2,54.21,-0.6572416309324441,0,0.0,-0.6709541718905475,"Truly, Richard H.",1.2845855493537386,1930,1960,-0.4157702671235775,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,9.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
77,105,46,"Truly, Richard H.","Truly, Richard H.",male,-1.2845855493537437,USA,military,1965 USAF MOL group 1,-1.3581428989396545,2,-0.7018818069776996,commander,1983,STS-8,STS-8,STS-8,STS-8,145.13,-0.6572416309324441,0,0.0,-0.6709541718905475,"Truly, Richard H.",1.2845855493537386,1930,1960,-0.4157702671235775,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,9.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
78,106,47,"Fullerton, Charles G.","Fullerton, Charles G.",male,-1.3720697233457828,USA,military,"USAF MOL Group 2 
 NASA- 7",-1.3581428989396545,1,-0.7018818069776996,pilot,1982,STS-3,STS-3,STS-3,STS-3,192.0,-0.6138860169223118,0,0.0,-0.6709541718905475,"Fullerton, Charles G.",1.3720697233457777,1930,1960,-0.19754641545205714,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,221.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
79,106,47,"Fullerton, Charles G.","Fullerton, Charles G.",male,-1.3720697233457828,USA,military,"USAF MOL Group 2 
 NASA- 7",-1.3581428989396545,2,-0.7018818069776996,commander,1985,STS-51-F,STS-51-F,STS-51-F,STS-51-F,190.0,-0.6138860169223118,0,0.0,-0.6709541718905475,"Fullerton, Charles G.",1.3720697233457777,1930,1960,-0.19754641545205714,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,221.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
80,107,51,"Berezovoy, Anatoly",Анатолий Николаевич Березовой,male,-0.8471646793935483,Russia,military,TsPK-5,-1.2762722190894875,1,-1.4160675181414626,commander,1982,Salyut 7,Soyuz T­5,Salyut 7,Soyuz T­7,5073.0,0.4995718841754207,1,2.55,-0.5119663432243701,"Berezovoy, Anatoly",0.8471646793935433,1940,1970,-1.288665673809659,1,0,1,0,Single,1,Short,Very_Long,Russia,0,0,0,0,0,27.0,1.0,0.0,215.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
81,108,1,"Chrétien, Jean-Loup","Chrétien, Jean-Loup",male,-1.1971013753617046,France,military,CNES-1,-0.4575654205878179,1,0.01230390418606333,msp,1982,Salyut 7,Soyuz T-6,Salyut 7,Soyuz T-6,190.0,-0.4569171421977921,0,0.0,-0.2999825716694667,"Chrétien, Jean-Loup",1.1971013753616997,1930,1980,1.7664682495916257,1,0,1,1,Multiple,1,Short,Very_Long,France,0,0,0,0,0,11.0,1.0,2.0,66.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
82,108,1,"Chrétien, Jean-Loup","Chrétien, Jean-Loup",male,-1.1971013753617046,France,military,CNES-1,-0.4575654205878179,2,0.01230390418606333,msp,1988,Mir Aragatz,Soyuz TM-7,Mir,Soyuz TM-6,594.0,-0.4569171421977921,1,5.95,-0.2999825716694667,"Chrétien, Jean-Loup",1.1971013753616997,1930,1980,1.7664682495916257,1,0,1,1,Multiple,1,Short,Very_Long,France,0,0,0,0,0,11.0,1.0,2.0,66.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
83,108,1,"Chrétien, Jean-Loup","Chrétien, Jean-Loup",male,-1.1971013753617046,France,military,CNES-1,-0.4575654205878179,3,0.01230390418606333,msp,1997,STS-86,STS-86,STS-86,STS-86,259.3,-0.4569171421977921,0,0.0,-0.2999825716694667,"Chrétien, Jean-Loup",1.1971013753616997,1930,1980,1.7664682495916257,1,0,1,1,Multiple,1,Short,Very_Long,France,0,0,0,0,0,11.0,1.0,2.0,66.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
84,109,48,"Hartsfield, Henry W., Jr.","Hartsfield, Henry W., Jr.",male,-1.6345222453219,USA,military,NASA Astronaut Group 7,-1.3581428989396545,1,0.01230390418606333,pilot,1982,STS-4,STS-4,STS-4,STS-4,169.0,-0.590387682382713,0,0.0,-0.6709541718905475,"Hartsfield, Henry W., Jr.",1.6345222453218948,1930,1960,0.45712513956250383,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,124.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
85,109,48,"Hartsfield, Henry W., Jr.","Hartsfield, Henry W., Jr.",male,-1.6345222453219,USA,military,NASA Astronaut Group 7,-1.3581428989396545,2,0.01230390418606333,commander,1984,STS-41-D,STS-41-D,STS-41-D,STS-41-D,144.0,-0.590387682382713,0,0.0,-0.6709541718905475,"Hartsfield, Henry W., Jr.",1.6345222453218948,1930,1960,0.45712513956250383,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,124.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
86,109,48,"Hartsfield, Henry W., Jr.","Hartsfield, Henry W., Jr.",male,-1.6345222453219,USA,military,NASA Astronaut Group 7,-1.3581428989396545,3,0.01230390418606333,commander,1985,STS-61-A,STS-61-A,STS-61-A,STS-61-A,168.0,-0.590387682382713,0,0.0,-0.6709541718905475,"Hartsfield, Henry W., Jr.",1.6345222453218948,1930,1960,0.45712513956250383,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,124.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
87,110,52,"Serebrov, Aleksandr",Александр Александрович Серебров,male,-0.6721963314094702,Russia,civilian,NPOE-4,-0.6213067802881518,1,0.7264896153498263,flight engineer,1982,Salyut 7,Soyuz T­7,Salyut 7,Soyuz T­5,189.0,1.419994527384068,0,0.0,1.3129645371909298,"Serebrov, Aleksandr",0.6721963314094652,1940,1970,0.02067743621946318,1,0,0,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,0,0,27.0,0.0,1.0,167.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
88,32,12,"Beregovoi, Georgi",БЕРЕГОВОЙ Георгий Тимофеевич,male,-2.6843323332263687,Russia,military,TsPK-2,-1.7674962981904891,1,-1.4160675181414626,commander,1968,Soyuz 3,Soyuz 3,Soyuz 3,Soyuz 3,94.83,-0.6820478020711661,0,0.0,-0.6709541718905475,"Beregovoi, Georgi",2.6843323332263638,1920,1960,1.9846921012631462,1,0,1,0,Single,0,No_EVA,Short,Russia,1,0,0,0,0,27.0,1.0,0.0,212.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
